ID,exact_weather_condition_by_accident,exact_accident_location_per_claim ,number_of_findings_with_potential_fraudster ,exact_description_of_accidents_by_photo,contact_with_potential_fraudster_mechanic
YTAL11028208368941,1,1,1,Y,N
TOHH48469273776613,1,1,4,Y,N
BUGX25759803506784,1,0,4,N,Y
IQGQ03060702299409,1,1,4,Y,Y
OURA10346623107681,1,1,2,Y,N
ACQK78046271368429,1,1,5,N,N
MTVE60995506488321,1,1,1,N,Y
PTOS86621010884771,1,1,2,N,Y
VWXA55458013438847,0,1,1,N,Y
NVOU74716533654679,1,1,3,Y,Y
GAGD06095479019160,1,1,1,Y,Y
PHJV66585215010838,1,0,4,N,N
FXEW29144949097012,1,0,1,Y,Y
MCEY00468863311396,1,1,1,N,N
TDDD34095457184723,1,1,4,Y,N
XTCB50197047744036,0,1,4,N,N
CPJU90676122486965,0,0,4,N,Y
SDPR81119701549193,1,1,3,Y,N
AGKR63901392218859,1,1,1,Y,N
SIPB47397099748717,1,0,4,N,Y
LLOO20280264609416,1,1,1,N,N
FAHV15318863587121,1,1,2,Y,Y
MAIJ82107564901110,1,1,2,Y,Y
WBUL39404637539481,0,1,3,N,Y
BKCD88989318020531,1,1,5,Y,N
FNGL90172298772797,1,1,4,Y,N
JEQE09688078786893,1,1,3,Y,Y
TBPF87303508260263,1,1,1,Y,N
PUVT22666995316351,1,1,5,Y,Y
VHYT22044906718832,1,1,3,N,Y
BDQU88677419515566,1,1,3,Y,N
FROT75835765996534,1,1,5,Y,Y
QFHB65343680869163,1,1,5,Y,Y
UFHG14510844481620,1,0,5,Y,N
MPWJ82995152631961,1,1,1,Y,Y
GVDZ88167790192070,0,0,4,N,N
VPJI40897205149331,1,0,3,Y,Y
IGFG35243497665025,1,1,5,Y,N
QFJN19570031622908,1,1,4,N,Y
RANN24254132928710,1,1,4,N,N
WEPY77374188959159,1,0,3,Y,N
WAXQ89290781356947,1,0,4,Y,N
SZAI41374277623124,1,0,3,Y,Y
PWCT48619437728648,1,1,1,N,Y
UWFN49919780748279,1,1,4,N,N
NZGD85161161980946,1,1,2,Y,Y
UIZM59050402251318,1,1,3,N,Y
TBLT49994851840478,0,0,3,Y,N
UEZB89911184211592,1,0,3,N,Y
XYYJ88475584969231,1,1,3,N,Y
IDDM12899990364983,1,0,1,Y,Y
ESGG25155955847582,1,1,3,N,Y
JWAC67260626110407,1,1,1,Y,N
XKDG61433385929975,1,1,4,Y,Y
KPXI71471131862834,1,1,4,Y,N
AQYV01088476055937,1,1,2,Y,Y
KLKI06629428801311,1,1,3,N,Y
JYQV69410636080653,1,0,1,Y,Y
NWRJ57597585324689,1,0,3,Y,Y
OSJF69567965074718,1,1,4,Y,Y
SXLG01905778504718,1,1,4,Y,Y
RVAA10661879069355,1,1,3,N,N
FMNG66350236819682,1,1,1,Y,Y
CFJW39523963198423,1,1,4,Y,N
DTPF67660363386356,1,1,3,Y,Y
XYCJ14425959273097,1,1,1,Y,N
ORXJ01194430545372,1,1,2,Y,Y
UPZM86011432795736,1,1,1,Y,Y
FOFN93067013214014,1,0,2,N,Y
DNMZ84761905107625,1,0,4,N,N
AWIN52148388212179,0,1,5,Y,N
YCPL89535200816665,1,0,3,Y,Y
FKBL68224494424059,0,1,1,Y,Y
UWFS09501408731301,0,1,1,Y,Y
MIAQ72297303871143,1,1,3,Y,Y
WZMC95464747158211,1,0,3,Y,Y
LIQM78253572588470,1,1,1,N,Y
OTJL46814252482072,1,1,1,Y,Y
JLSQ91764955560934,1,0,1,Y,Y
NVEG00042831853199,1,1,3,Y,Y
ISHC58817398204527,1,1,1,Y,N
ZECV76626048799877,1,0,1,Y,Y
NZWM54747197948022,1,1,3,N,N
KBXR40020429310567,1,0,1,Y,N
YQAU16970783816944,1,0,3,Y,Y
TQPV58974426827482,1,0,3,Y,N
BTMA60400677274842,1,0,1,N,Y
NZPY37245249081047,1,0,4,Y,N
LNJC58678191340131,1,1,4,Y,Y
CMSS72120606054654,1,0,1,Y,Y
CSNH59499144282550,1,1,4,Y,Y
GXNI18324672161357,1,1,3,N,N
DXAR11429972823698,1,1,1,Y,N
HEOZ05703015054182,1,1,3,Y,Y
WSWR43585317872514,0,0,1,Y,Y
MPVU12103978691221,1,1,4,Y,Y
QWSB28793072240359,1,1,1,Y,N
PHZE90922291628407,1,0,3,Y,Y
WXTL68209326005073,1,1,3,N,N
EGGC68105188254457,0,0,1,Y,N
ATVA56881578442537,1,0,4,Y,Y
TRWG55691049870899,1,1,3,Y,Y
BTJW37297709829748,1,1,2,N,N
XDAP03225798196853,1,0,2,N,Y
LPHA76677923668422,1,1,2,Y,Y
IIOQ13900585876557,1,0,4,Y,N
RMLU16953523958581,0,0,3,Y,Y
HSFQ58222599658076,0,1,5,N,Y
RSYN51266893113994,1,1,5,Y,Y
TKRE49840730555529,1,1,4,Y,N
LCKD35524461265765,1,0,4,Y,Y
FMCU19776040156511,1,0,3,Y,Y
ZERG54120821722842,1,1,2,N,Y
WRHV78374134885740,1,1,4,Y,N
LHRT87501495900607,1,0,2,Y,N
MHDR52660155261251,1,1,3,Y,N
NSZH69009147812542,1,1,2,Y,N
QWJX49146898499997,1,0,3,Y,N
JQJW27618064979296,1,1,5,N,N
MAPG08094289753616,1,1,2,Y,Y
LVUY32100468299323,1,0,1,Y,Y
PVKS46213833597784,1,1,3,Y,N
AIYV09810281274342,1,1,1,Y,Y
LAFV62484073280298,1,1,3,Y,Y
ICBP59967471044318,1,1,1,Y,Y
NATQ91775564879163,1,1,3,Y,Y
BQEI60000503999313,1,0,5,Y,Y
MAKW88311529189885,1,0,4,Y,Y
ATEU85666450312795,1,1,4,N,N
XIJC94305014166296,1,0,2,Y,N
LGBC84042002131594,1,1,5,Y,N
FFHU71214049001269,1,0,1,Y,N
HGIL79960476383933,1,0,2,Y,N
IMLZ87079200757208,1,1,3,Y,Y
FAFP62856032637350,1,0,5,Y,N
ACTG04120135173410,1,1,1,N,N
EAAS01956777422224,1,1,1,Y,N
KLZM44204236056369,1,1,3,N,N
CSCI22594824945639,0,0,5,N,Y
AKEF21610372081778,1,0,4,N,N
QDCY70195971916007,1,1,4,Y,Y
HBYH46488313006002,1,0,5,Y,N
CZPU68525710795466,1,1,1,Y,Y
POTI38002750675068,1,1,5,N,Y
WONY93531435262152,1,1,1,N,Y
ZWUB24043983826165,1,1,1,N,N
QHDD09479068819440,1,0,5,N,Y
TRSO44095602441799,0,0,5,Y,Y
ZEKV13362072017503,1,1,1,N,N
ZVOJ27427337933898,1,0,4,Y,N
ILCH38190483620150,1,1,5,N,N
EVSQ93677701894431,1,1,3,Y,Y
FZXG61359389715628,1,0,3,Y,N
PCMF00186870166035,1,1,1,Y,N
TXPD93004471534155,1,1,2,Y,Y
PPLP02541319319912,1,1,1,N,Y
BPSX67738756404777,1,1,1,N,N
PTTJ18102451083013,1,0,5,Y,Y
JCLB97008738101282,1,1,3,Y,N
AAIA08304459247895,1,1,5,Y,Y
LUJT69030247880494,1,0,1,Y,Y
UJUQ68743354786217,1,1,5,N,Y
NGEV29283545946782,1,1,5,N,Y
KXCF35511396749794,1,0,2,Y,Y
CAKF43325095494111,1,1,3,Y,Y
KLHI11752277008256,1,1,2,Y,Y
NBAE28701319523428,1,1,3,Y,Y
KWPJ93654691437381,1,0,5,N,N
BVCC93932717180052,1,0,4,Y,N
GWUA49691985632097,1,0,1,Y,N
ZDTP74357787009125,1,0,1,Y,N
NRZG02895367274162,1,1,5,Y,Y
SVXS87332449620258,1,1,1,Y,Y
JWIK34353102539683,1,1,2,N,Y
AISH43957735681151,1,1,1,Y,N
YKDH84480576485883,1,1,2,Y,Y
XXWW08132611844492,1,0,3,Y,Y
MFNQ74225030380283,1,1,1,Y,N
PLCV09251601275268,0,0,1,Y,N
UJGV01722030199710,1,1,5,Y,N
DQHK33502396669036,0,0,3,Y,Y
XBQS56632521563648,1,1,1,Y,Y
ININ41158973805859,1,0,3,Y,Y
BJST32800318488868,1,1,5,N,N
MKSG31172045477508,1,1,4,Y,Y
BVSB68515321969952,1,1,1,Y,N
EZIH47328737157923,0,1,1,Y,N
RVDQ55105706361081,1,1,4,Y,N
IYXP14634436142970,1,1,2,Y,Y
ABXE81303327683940,1,1,3,N,Y
YFCT79736089036761,1,1,3,N,Y
XGTD85993265970331,1,1,3,N,Y
WCPE59152247778896,1,0,2,Y,N
OFDP26730739696596,0,1,4,Y,N
IRII87710982383980,1,1,5,Y,Y
XAMW81744751498513,1,1,5,N,Y
UEEO86753301240304,1,1,3,Y,N
XBXD48518451366684,1,1,2,Y,Y
FOOZ37270483647911,1,1,5,Y,Y
LWAD74979521288584,1,0,2,Y,N
AXQU77752569311758,1,1,5,Y,Y
QWIU18024443010030,0,1,5,Y,N
PMSQ23661546294178,1,1,1,N,N
ZSLE74218556007267,0,1,4,Y,N
IMYZ65327733473780,1,0,1,Y,Y
QGDX29326317018607,1,1,4,N,Y
PCLO46493293328328,0,1,4,Y,N
RZBW22387335028522,1,1,2,Y,Y
TBDK88389305791630,1,1,4,Y,N
FNAT02359146878969,1,1,2,Y,N
JPJX11579145416184,1,1,4,Y,Y
AVPJ26908643724135,1,1,3,N,N
GRXG60057639740967,1,0,1,Y,Y
WNJB09853928485317,1,1,3,Y,N
GAHM60020123922310,1,1,5,N,N
WSYB49214503228643,1,1,3,Y,N
QKEM37472242370853,1,1,1,Y,Y
RTZC21496035659528,1,0,2,Y,Y
ZTDR41268885145017,1,0,5,Y,N
QPLK56027388908365,1,1,3,Y,Y
EHGS56458666042401,0,1,3,Y,Y
LVTG25919959256264,1,0,4,Y,N
NJSX90838007859775,1,1,4,N,Y
AFCF09786353467369,1,0,5,Y,N
CGQL13358466389099,1,0,5,Y,N
ONRO62794214817623,1,1,4,N,Y
HVCH40206414919381,1,1,4,Y,Y
BDCC45831598495610,1,0,5,N,Y
VZZA87355173528031,1,0,3,N,N
WIXJ31079126836683,1,1,2,N,N
ERIO52671366189807,0,1,5,N,N
BKOV74458307233794,1,1,2,N,Y
BDRB60858897821521,1,0,3,Y,N
CEUO57983315451952,1,1,3,Y,Y
VINZ66861039970707,1,1,3,N,Y
GBLX44227845034827,1,1,3,Y,Y
SSAG91410533592877,0,1,3,Y,Y
FMMB78826575082650,1,1,1,Y,Y
FVQW08116621059402,1,1,1,N,N
BKUP38128454179777,1,1,3,Y,Y
JDGC65922250781911,1,1,4,N,N
ITHW80626141319838,1,1,2,Y,N
WXOB00958889869663,0,1,5,Y,N
ZZYN18855444796654,1,1,3,Y,N
PZTW72769270859360,1,1,5,Y,Y
GTCA78163245767551,1,1,4,Y,Y
WGFO55959692204252,1,0,4,Y,Y
NUKE79540773964274,1,1,3,Y,Y
DPXU45847907393066,1,1,4,N,Y
KTWM90851262659386,1,1,5,N,N
WMXX54924354684857,1,1,2,Y,N
SKPY23300550809392,1,1,4,Y,Y
RLHL18627284318224,1,1,1,Y,Y
AWHT35215644211933,1,0,5,N,N
ZKOA78207442117700,0,0,5,Y,Y
ONSF66783847649518,1,1,1,N,Y
JNHD00514308838100,1,0,4,Y,N
KJSO94609165033120,1,1,3,Y,N
GVXX01692335332319,1,1,4,Y,Y
TRBT54363425756595,1,1,2,Y,N
GMFI87745869865685,1,1,3,N,Y
JOYX87206123829777,1,1,3,Y,Y
IRGS63303633094810,1,1,5,Y,N
VHBU35761653403432,1,0,1,Y,Y
ZMCP02179635808058,0,0,1,Y,N
KKSP17432395814727,1,0,4,Y,Y
CFKL61012938642586,1,1,1,Y,Y
JEFX63341493879639,1,1,2,Y,Y
DPSB40911319105836,1,0,3,Y,Y
OPJM42653881216058,1,1,2,N,Y
VKRI27251895401745,1,1,5,Y,N
FJWH81262077545873,1,1,1,Y,Y
XCMV46230853698764,1,1,1,Y,Y
NCOE10335683863571,1,1,2,Y,Y
QCGB99154034114856,0,0,1,N,Y
ICVS11193343913951,1,1,5,N,Y
MUNU56856243498562,1,1,3,N,N
WRWL20925518906678,0,1,3,Y,N
DHNA66913510082135,1,1,2,Y,Y
QGLD60510306464129,1,1,5,N,Y
MACL40597057570694,1,1,1,Y,Y
JBYZ93627127168592,1,1,1,Y,N
YYVN21313092223001,1,0,5,N,N
STMD75893076121080,1,0,5,N,N
GEGS69193753531838,1,1,2,Y,Y
NXBH35613985909179,1,0,4,Y,Y
KNDL19101104450902,1,1,5,N,N
FZDL04524478422651,1,1,1,Y,N
QRLI58149412035967,1,1,2,N,N
GCCZ83467765146899,1,0,1,N,N
NDUE39933101717413,1,1,3,N,Y
FCWC57156818825623,1,1,1,Y,N
PSGR12868231044977,1,0,4,N,Y
NDOR08055593014379,1,1,4,N,Y
OKJW90596777174118,1,1,1,N,Y
PEQO29673038043822,1,1,3,Y,N
NNHH06594390423411,1,1,4,Y,Y
CCGH55072227052192,1,1,2,Y,N
CIFO55039781307401,1,0,2,N,Y
HXRZ49148454181250,1,0,2,Y,Y
GVSY08959151837993,1,1,1,Y,Y
AOMK50829757842724,1,1,4,Y,N
HJBA57973841428650,1,1,1,Y,Y
ABGV25267267739412,1,1,3,Y,N
ISWQ27326100456703,1,1,5,Y,Y
FGFY16951935479874,1,1,4,Y,Y
VUIA94283039184117,1,1,1,N,N
RUCX14620507002795,1,1,3,Y,Y
BSHY85533820010398,1,0,1,Y,Y
YFAP93360007907253,1,1,2,Y,Y
FRXJ96107820732070,1,1,4,Y,Y
DNFR88654492507297,1,1,1,N,Y
XAEH11276860033781,1,1,3,N,Y
HPZF46754918498697,1,1,1,Y,N
YIVZ86427830092733,1,1,4,Y,Y
BRYT16598135887365,1,1,4,Y,N
MSKY59276323753271,1,0,1,N,Y
WBKQ25951268125944,1,1,1,Y,Y
BAPO09935095262053,1,1,2,Y,Y
ZVHB92138590556730,1,1,4,Y,N
VFUP73711764044225,1,1,3,Y,N
FFJX59188951643665,1,1,3,Y,N
RPKR78499806198692,1,1,2,Y,N
AIXW21568381352746,1,1,2,Y,Y
EAXK51648049314991,1,1,3,N,N
HOSJ97337474434686,1,1,3,Y,N
QSBH34619599700092,1,1,4,N,N
UEBL54336121094117,1,1,1,N,N
OUJM88038435130764,0,1,3,Y,Y
NREY00229335370191,1,1,4,Y,Y
KDRR97741337102935,1,1,4,Y,Y
QNLX60959509930597,1,1,1,Y,Y
XTGQ45086584865965,1,1,3,N,Y
NMCF21126582883727,1,0,4,Y,N
IVVQ77801279970002,0,0,5,Y,N
BONZ56483592958127,0,0,1,Y,Y
GRLC35254187715701,1,0,1,N,N
NJIQ77564523463701,1,1,4,Y,Y
JSVK30699632904083,1,0,3,Y,N
YCYH83383950830153,1,0,5,Y,N
RCPG05296417016688,1,0,4,Y,Y
PMQO58429696095573,1,0,2,Y,Y
VAPF86324716170943,1,1,2,N,Y
JJXI01220641902901,1,0,4,Y,N
CSCM82029320631944,1,1,5,Y,N
FMZZ39124526110495,1,1,5,Y,Y
JMJN79118606528522,1,1,3,Y,Y
AAZP09345651718366,1,1,5,N,Y
WUCC15362773497339,1,0,1,Y,N
AMIL96180404762874,1,1,1,Y,Y
BJQU03201787644357,1,1,5,Y,Y
SEWB58848724710184,1,1,3,Y,N
BDUE39517884245910,1,1,2,Y,N
XOIF31381132816777,1,0,2,Y,N
PNZN08682647082053,1,1,5,Y,Y
BAZL91123594970696,1,0,5,Y,N
XEBM36837418987686,1,1,3,Y,N
QCWE97341570245344,1,0,5,N,N
ICQN90751758597083,1,0,3,Y,Y
VFGQ97992856649868,1,1,2,N,Y
ODGF50460860654302,1,1,2,N,Y
DIGQ92068069210693,1,1,2,Y,N
LQEL42867160369528,1,1,1,Y,Y
QLOU45115903979528,1,1,1,Y,Y
CEAC91701955265114,1,1,2,N,Y
OJCN28017432177766,1,1,1,Y,Y
GEBR89126867175336,1,1,3,Y,N
OURS84994125956080,1,1,2,N,Y
KHJU22585001307935,1,1,5,N,Y
JXJE51188294739198,0,1,5,Y,Y
CNBF23795534652359,1,1,5,Y,Y
MJBY41754414287241,1,1,2,Y,N
NPIU79708046680370,1,1,1,N,Y
FEZN10109542510960,1,0,5,Y,N
ONWN73190765457494,1,1,1,N,Y
GWPC52978059150124,1,1,4,Y,Y
VDLF22298580038352,1,1,4,Y,N
ANCD89966223422328,1,0,4,Y,N
VITH31275511502018,0,1,5,N,Y
LZOO82914918689746,1,1,5,N,Y
BROB50635121848820,1,1,4,N,Y
ZCWX21572316892314,1,1,1,Y,Y
TIRG63824091976625,1,1,1,Y,Y
TZCV13399249990272,1,1,2,N,Y
ZYXC68546409592379,1,1,1,Y,N
KYQQ34327629272914,1,1,4,N,N
MMKV25494763678558,1,1,2,Y,N
XJKV23572481246229,0,1,1,Y,Y
ZUUC90596078851797,1,1,2,Y,N
UQRA72285692075817,0,1,2,Y,Y
ARGV93474661429787,1,1,5,N,N
JBCH30856326556135,1,0,2,N,N
LIBF18127024710167,0,1,2,Y,N
KJLE22546332971885,1,1,3,Y,N
HPEW04967197260697,1,0,4,Y,N
DKNA95175120744552,1,0,1,Y,Y
WXAB84992185798977,1,1,5,Y,N
POIZ10695514890081,1,1,5,Y,Y
PTDS03902383833154,1,1,5,N,Y
QUAA28710430090855,1,1,3,N,Y
NSHL41898853365965,1,0,5,Y,Y
NDSY57404113367004,1,1,1,N,N
FZEB73222764984124,1,1,5,N,Y
KSPS18498435395156,1,1,2,N,N
VSST61821333675557,1,1,3,Y,N
LJCQ71477104291999,0,0,1,Y,N
AWMQ79235173506618,1,0,1,Y,Y
ZGOF83935214947410,1,1,2,N,Y
YLCR53859001285259,1,1,4,Y,Y
HBDK17552433063278,1,1,1,N,N
NRHO59947132489984,1,1,4,N,Y
ATGY36746832489527,0,1,1,Y,Y
RDRY66115027707749,1,1,5,N,Y
QIJX11914606909566,1,1,2,N,Y
PTUX51999714975328,1,1,2,Y,Y
UXTW77731619521163,1,0,3,Y,Y
AMEG58052325708716,1,1,2,Y,Y
GCYW48929098252696,1,1,1,N,Y
VHUC97501968050598,1,1,5,N,N
YMAU30278820330602,1,1,5,N,N
NOFH30828788732971,1,1,3,Y,N
LRGI38120862311053,1,0,2,Y,N
LJEC25032807989743,1,1,5,N,Y
MSUD13502430017407,0,1,2,Y,Y
XOCV40253351022667,1,1,2,Y,Y
XEWK88752445645981,1,0,5,Y,N
IIOE48242864369946,1,0,5,Y,Y
MKKF90499043029443,0,0,5,Y,Y
SLOG34163022353753,1,1,5,Y,Y
HYOS41384153341067,1,1,1,Y,Y
CYUV02018688514368,1,1,4,N,Y
SPLJ42659896355716,1,1,4,N,N
RSBJ03616097240935,1,1,3,Y,Y
XIWY75242628481820,1,1,1,Y,Y
ZBWZ15254460525345,1,1,4,Y,Y
YHRL77643226604828,1,1,2,Y,Y
XGIR48539316319793,1,0,5,N,Y
VDFH03239198712406,0,1,4,Y,Y
HJFL32845621221178,1,0,1,N,Y
VRJR44671937706682,1,1,3,Y,Y
IIHN04749733113762,1,1,3,N,Y
VAWI65368921450093,1,1,2,Y,Y
VEQI33785970967920,1,1,2,Y,N
GNEI00160025817787,1,1,5,Y,N
ORPH18003947185305,1,1,3,Y,Y
UCDU59852948118605,1,1,5,N,Y
LOJN72527769229807,1,1,5,N,Y
BTYD27750102858613,1,1,1,N,Y
ASZC61986897886341,1,1,1,Y,Y
YFHG81608821623248,1,1,2,Y,N
ALHG57685544192224,0,1,5,Y,Y
YYFL09408820966123,1,1,4,N,N
KXEC85994025164535,1,1,4,Y,N
FQGO30866084614088,1,0,5,Y,N
VICF51634989536575,1,0,4,Y,Y
OJKO28271411878755,1,1,3,N,N
HGMS19343945699343,1,1,2,Y,N
